iter	MultiClass
154	0.0004985335709
155	0.0004969698547
156	0.0004924729519
157	0.0004879446928
158	0.0004840354287
159	0.0004793034773
160	0.0004763559688
161	0.0004726075082
162	0.0004697008327
163	0.00046852205
164	0.0004653472695
165	0.0004616239521
166	0.0004597348672
167	0.0004554619043
168	0.0004518492348
169	0.0004490024827
170	0.0004456840634
171	0.0004434955185
172	0.0004417702154
173	0.0004372801904
174	0.0004337853747
175	0.0004289223791
176	0.0004266339212
177	0.000424049948
178	0.0004229904549
179	0.0004200547306
180	0.0004182110176
181	0.0004163933666
182	0.0004121465084
183	0.0004084552825
184	0.0004049414363
185	0.0004035647735
186	0.0003999075681
187	0.0003985620519
188	0.0003976651247
189	0.0003958344346
190	0.0003940177892
191	0.0003915668066
192	0.0003884813655
193	0.0003863949523
194	0.0003853971472
195	0.0003823924801
196	0.000379655807
197	0.0003780644744
198	0.0003762321323
199	0.0003742505357
200	0.0003733665442
201	0.0003716597923
202	0.0003699841494
203	0.0003683038447
204	0.0003671603998
205	0.0003657436274
206	0.0003626992035
207	0.0003604068401
208	0.0003578797094
209	0.0003570095924
210	0.0003546693537
211	0.0003533214275
212	0.0003527521102
213	0.0003500768543
214	0.0003486267136
215	0.0003459658351
216	0.0003454486656
217	0.0003431166234
218	0.0003413667131
219	0.0003397535951
220	0.0003378215894
221	0.0003361901225
222	0.0003354861876
223	0.0003339011408
224	0.0003320879723
225	0.0003303860185
226	0.0003283844764
227	0.0003267868684
228	0.0003252815332
229	0.0003249345017
230	0.0003226064963
231	0.0003221137203
232	0.0003203418394
233	0.000319635318
234	0.0003192380782
235	0.0003175263308
236	0.0003169886829
237	0.0003154665814
238	0.000314610179
239	0.0003131908379
240	0.0003118428397
241	0.0003098451409
242	0.0003076612277
243	0.0003065318104
244	0.0003062166097
245	0.0003053674927
246	0.000304100641
247	0.0003028776293
248	0.0003020329918
249	0.0003002573045
250	0.0002998539447
251	0.0002980134567
252	0.000296730038
253	0.0002959969588
254	0.0002946421284
255	0.0002933555599
256	0.0002918504909
257	0.0002913487003
258	0.0002899742209
259	0.0002886466944
260	0.0002881372824
261	0.0002866875257
262	0.0002856863163
263	0.0002845665679
264	0.0002830297526
265	0.0002818807356
266	0.000280742182
267	0.0002797240458
268	0.0002783170793
269	0.000277406401
270	0.0002770493437
271	0.0002759242757
272	0.0002745675996
273	0.0002731454126
274	0.0002717390146
275	0.0002706136355
276	0.0002696214989
277	0.000268796043
278	0.0002686009495
279	0.0002682282376
280	0.0002679399138
281	0.0002666058536
282	0.0002654140793
283	0.0002651646596
284	0.0002641108415
285	0.0002637831684
286	0.0002620987884
287	0.0002617549623
288	0.0002605627531
289	0.0002602603083
290	0.000258940024
291	0.0002580747622
292	0.0002577748242
293	0.0002568923194
294	0.0002564886985
295	0.0002555087714
296	0.0002546040196
297	0.0002541163424
298	0.0002528404178
299	0.0002514983231
300	0.0002507581637
301	0.0002498213608
302	0.0002481957486
303	0.000246884518
304	0.0002457151897
305	0.0002445452084
306	0.0002436637512
307	0.0002425722645
308	0.0002423295251
309	0.0002417916722
310	0.0002410911657
311	0.0002402639584
312	0.0002396413401
313	0.0002383041454
314	0.0002373179796
315	0.0002363239877
316	0.000235885513
317	0.0002349620701
318	0.0002341751043
319	0.0002332890154
320	0.0002323730816
321	0.0002316124983
322	0.0002306753079
323	0.0002298536235
324	0.0002295553982
325	0.0002291201532
326	0.0002283273602
327	0.0002274414479
328	0.000226730461
329	0.0002257881004
330	0.0002251065081
331	0.0002239328625
332	0.0002231101749
333	0.0002227609224
334	0.0002226348891
335	0.000222271035
336	0.0002213240928
337	0.0002207642007
338	0.0002200021437
339	0.0002190944531
340	0.0002184032348
341	0.000217371513
342	0.0002164246779
343	0.000215846447
344	0.0002152464577
345	0.000214243572
346	0.0002138589961
347	0.0002128229794
348	0.0002125011771
349	0.0002119296962
350	0.0002117119306
351	0.0002110324231
352	0.0002098922633
353	0.0002090157312
354	0.0002087370015
355	0.0002083824384
356	0.0002076462021
357	0.0002066998993
358	0.0002061800688
359	0.0002057629868
360	0.0002054783655
361	0.0002051723092
362	0.0002046886555
363	0.0002038896109
364	0.000203378361
365	0.0002031217929
366	0.0002025102852
367	0.0002020717085
368	0.0002015379357
369	0.0002009316786
370	0.000200306052
371	0.0001999815978
372	0.0001993906928
373	0.0001988257456
374	0.0001980939243
375	0.0001974536455
376	0.0001970266275
377	0.0001968495061
378	0.0001963695035
379	0.0001960752302
380	0.0001952270037
381	0.0001948338681
382	0.0001942219055
383	0.0001936482663
384	0.0001932302672
385	0.000192632909
386	0.0001920691206
387	0.0001915574659
388	0.0001912353194
389	0.0001904836476
390	0.0001898146644
391	0.0001895811996
392	0.0001892507394
393	0.000188561017
394	0.0001881036442
395	0.0001876544106
396	0.0001874496395
397	0.000186835633
398	0.0001864598025
399	0.0001860073868
